skenario,label,n_pengukuran,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms
S-1,YOLOv5s (Original),135,63.85425703548309,21.326988660736394,49.66959997545928,195.19130000844598,56.867699953727424,108.07827998651189
S-2,YOLOv5s + CLAHE L*a*b* (Usulan),135,104.0061103714699,48.27266925550004,50.96069996943697,239.2340999795124,120.44430000241846,174.9224999861326
S-3,SSD MobileNetV2 (Original),135,32.786208151460244,6.695292648907418,23.53359997505322,51.85899999924004,35.86790000554174,41.502279991982505
S-4,SSD MobileNetV2 + CLAHE L*a*b*,135,93.65519333104776,88.29971598427231,23.91300001181662,492.5741000333801,92.87619998212904,271.4379099896177
